CodEscolasAtendidas,Ano,UF,Municipio,EsferaGoverno,QtdEscolasAtendidas
2154865,2018,AC,ACRELANDIA,ADMINISTRAÇÃO,5
2154866,2018,AC,ACRELANDIA,ADMINISTRAÇÃO,9
2154867,2018,AC,ASSIS BRASIL,ADMINISTRAÇÃO,29
2154868,2018,AC,ASSIS BRASIL,ADMINISTRAÇÃO,37
2154869,2018,AC,BRASILEIA,ADMINISTRAÇÃO,5
2154870,2018,AC,BRASILEIA,ADMINISTRAÇÃO,53
2154871,2018,AC,BUJARI,ADMINISTRAÇÃO,19
2154872,2018,AC,BUJARI,ADMINISTRAÇÃO,15
2154873,2018,AC,CAPIXABA,ADMINISTRAÇÃO,3
2154874,2018,AC,CAPIXABA,ADMINISTRAÇÃO,14
2154875,2018,AC,CRUZEIRO DO SUL,ADMINISTRAÇÃO,67
2154876,2018,AC,CRUZEIRO DO SUL,ADMINISTRAÇÃO,107
2154877,2018,AC,CRUZEIRO DO SUL,PARTICULAR,1
2154878,2018,AC,EPITACIOLANDIA,ADMINISTRAÇÃO,4
2154879,2018,AC,EPITACIOLANDIA,ADMINISTRAÇÃO,18
2154880,2018,AC,FEIJO,ADMINISTRAÇÃO,51
2154881,2018,AC,FEIJO,ADMINISTRAÇÃO,92
2154882,2018,AC,JORDAO,ADMINISTRAÇÃO,7
2154883,2018,AC,JORDAO,ADMINISTRAÇÃO,65
2154884,2018,AC,MANCIO LIMA,ADMINISTRAÇÃO,13
2154885,2018,AC,MANCIO LIMA,ADMINISTRAÇÃO,36
2154886,2018,AC,MANOEL URBANO,ADMINISTRAÇÃO,8
2154887,2018,AC,MANOEL URBANO,ADMINISTRAÇÃO,26
2154888,2018,AC,MARECHAL THAUMATURGO,ADMINISTRAÇÃO,8
2154889,2018,AC,MARECHAL THAUMATURGO,ADMINISTRAÇÃO,68
2154890,2018,AC,PLACIDO DE CASTRO,ADMINISTRAÇÃO,10
2154891,2018,AC,PLACIDO DE CASTRO,ADMINISTRAÇÃO,15
2154892,2018,AC,PORTO ACRE,ADMINISTRAÇÃO,13
2154893,2018,AC,PORTO ACRE,ADMINISTRAÇÃO,19
2154894,2018,AC,PORTO WALTER,ADMINISTRAÇÃO,10
2154895,2018,AC,PORTO WALTER,ADMINISTRAÇÃO,36
2154896,2018,AC,RIO BRANCO,ADMINISTRAÇÃO,159
2154897,2018,AC,RIO BRANCO,ADMINISTRAÇÃO,83
2154898,2018,AC,RIO BRANCO,PARTICULAR,2
2154899,2018,AC,RODRIGUES ALVES,ADMINISTRAÇÃO,16
2154900,2018,AC,RODRIGUES ALVES,ADMINISTRAÇÃO,51
2154901,2018,AC,SANTA ROSA DO PURUS,ADMINISTRAÇÃO,15
2154902,2018,AC,SANTA ROSA DO PURUS,ADMINISTRAÇÃO,48
2154903,2018,AC,SENA MADUREIRA,ADMINISTRAÇÃO,72
2154904,2018,AC,SENA MADUREIRA,ADMINISTRAÇÃO,80
2154905,2018,AC,SENADOR GUIOMARD,ADMINISTRAÇÃO,19
2154906,2018,AC,SENADOR GUIOMARD,ADMINISTRAÇÃO,13
2154907,2018,AC,SENADOR GUIOMARD,PARTICULAR,1
2154908,2018,AC,TARAUACA,ADMINISTRAÇÃO,48
2154909,2018,AC,TARAUACA,ADMINISTRAÇÃO,46
2154910,2018,AC,XAPURI,ADMINISTRAÇÃO,34
2154911,2018,AC,XAPURI,ADMINISTRAÇÃO,25
2154912,2018,AL,AGUA BRANCA,ADMINISTRAÇÃO,2
2154913,2018,AL,AGUA BRANCA,ADMINISTRAÇÃO,10
2154914,2018,AL,ANADIA,ADMINISTRAÇÃO,1
2154915,2018,AL,ANADIA,ADMINISTRAÇÃO,18
2154916,2018,AL,ARAPIRACA,ADMINISTRAÇÃO,16
2154917,2018,AL,ARAPIRACA,ADMINISTRAÇÃO,86
2154918,2018,AL,ARAPIRACA,PARTICULAR,1
2154919,2018,AL,ATALAIA,ADMINISTRAÇÃO,1
2154920,2018,AL,ATALAIA,ADMINISTRAÇÃO,30
2154921,2018,AL,BARRA DE SANTO ANTONIO,ADMINISTRAÇÃO,1
2154922,2018,AL,BARRA DE SANTO ANTONIO,ADMINISTRAÇÃO,10
2154923,2018,AL,BARRA DE SAO MIGUEL,ADMINISTRAÇÃO,1
2154924,2018,AL,BARRA DE SAO MIGUEL,ADMINISTRAÇÃO,10
2154925,2018,AL,BATALHA,ADMINISTRAÇÃO,2
2154926,2018,AL,BATALHA,ADMINISTRAÇÃO,20
2154927,2018,AL,BELEM,ADMINISTRAÇÃO,1
2154928,2018,AL,BELEM,ADMINISTRAÇÃO,13
2154929,2018,AL,BELO MONTE,ADMINISTRAÇÃO,1
2154930,2018,AL,BELO MONTE,ADMINISTRAÇÃO,14
2154931,2018,AL,BOCA DA MATA,ADMINISTRAÇÃO,1
2154932,2018,AL,BOCA DA MATA,ADMINISTRAÇÃO,12
2154933,2018,AL,BOCA DA MATA,PARTICULAR,1
2154934,2018,AL,BRANQUINHA,ADMINISTRAÇÃO,1
2154935,2018,AL,BRANQUINHA,ADMINISTRAÇÃO,17
2154936,2018,AL,CACIMBINHAS,ADMINISTRAÇÃO,1
2154937,2018,AL,CACIMBINHAS,ADMINISTRAÇÃO,11
2154938,2018,AL,CAJUEIRO,ADMINISTRAÇÃO,1
2154939,2018,AL,CAJUEIRO,ADMINISTRAÇÃO,19
2154940,2018,AL,CAMPESTRE,ADMINISTRAÇÃO,1
2154941,2018,AL,CAMPESTRE,ADMINISTRAÇÃO,6
2154942,2018,AL,CAMPO ALEGRE,ADMINISTRAÇÃO,2
2154943,2018,AL,CAMPO ALEGRE,ADMINISTRAÇÃO,23
2154944,2018,AL,CAMPO GRANDE,ADMINISTRAÇÃO,22
2154945,2018,AL,CANAPI,ADMINISTRAÇÃO,1
2154946,2018,AL,CANAPI,ADMINISTRAÇÃO,35
2154947,2018,AL,CAPELA,ADMINISTRAÇÃO,2
2154948,2018,AL,CAPELA,ADMINISTRAÇÃO,21
2154949,2018,AL,CARNEIROS,ADMINISTRAÇÃO,1
2154950,2018,AL,CARNEIROS,ADMINISTRAÇÃO,9
2154951,2018,AL,CHA PRETA,ADMINISTRAÇÃO,1
2154952,2018,AL,CHA PRETA,ADMINISTRAÇÃO,17
2154953,2018,AL,COITE DO NOIA,ADMINISTRAÇÃO,1
2154954,2018,AL,COITE DO NOIA,ADMINISTRAÇÃO,22
2154955,2018,AL,COLONIA LEOPOLDINA,ADMINISTRAÇÃO,1
2154956,2018,AL,COLONIA LEOPOLDINA,ADMINISTRAÇÃO,17
2154957,2018,AL,COQUEIRO SECO,ADMINISTRAÇÃO,1
2154958,2018,AL,COQUEIRO SECO,ADMINISTRAÇÃO,7
2154959,2018,AL,CORURIPE,ADMINISTRAÇÃO,4
2154960,2018,AL,CORURIPE,ADMINISTRAÇÃO,20
2154961,2018,AL,CRAIBAS,ADMINISTRAÇÃO,1
2154962,2018,AL,CRAIBAS,ADMINISTRAÇÃO,29
2154963,2018,AL,DELMIRO GOUVEIA,ADMINISTRAÇÃO,4
2154964,2018,AL,DELMIRO GOUVEIA,ADMINISTRAÇÃO,30
2154965,2018,AL,DELMIRO GOUVEIA,PARTICULAR,1
2154966,2018,AL,DOIS RIACHOS,ADMINISTRAÇÃO,1
2154967,2018,AL,DOIS RIACHOS,ADMINISTRAÇÃO,30
2154968,2018,AL,ESTRELA DE ALAGOAS,ADMINISTRAÇÃO,1
2154969,2018,AL,ESTRELA DE ALAGOAS,ADMINISTRAÇÃO,15
2154970,2018,AL,FEIRA GRANDE,ADMINISTRAÇÃO,2
2154971,2018,AL,FEIRA GRANDE,ADMINISTRAÇÃO,30
2154972,2018,AL,FELIZ DESERTO,ADMINISTRAÇÃO,1
2154973,2018,AL,FELIZ DESERTO,ADMINISTRAÇÃO,4
2154974,2018,AL,FLEXEIRAS,ADMINISTRAÇÃO,17
2154975,2018,AL,GIRAU DO PONCIANO,ADMINISTRAÇÃO,3
2154976,2018,AL,GIRAU DO PONCIANO,ADMINISTRAÇÃO,68
2154977,2018,AL,IBATEGUARA,ADMINISTRAÇÃO,1
2154978,2018,AL,IBATEGUARA,ADMINISTRAÇÃO,20
2154979,2018,AL,IGACI,ADMINISTRAÇÃO,3
2154980,2018,AL,IGACI,ADMINISTRAÇÃO,18
2154981,2018,AL,IGREJA NOVA,ADMINISTRAÇÃO,2
2154982,2018,AL,IGREJA NOVA,ADMINISTRAÇÃO,23
2154983,2018,AL,INHAPI,ADMINISTRAÇÃO,3
2154984,2018,AL,INHAPI,ADMINISTRAÇÃO,35
2154985,2018,AL,JACARE DOS HOMENS,ADMINISTRAÇÃO,1
2154986,2018,AL,JACARE DOS HOMENS,ADMINISTRAÇÃO,10
2154987,2018,AL,JACUIPE,ADMINISTRAÇÃO,1
2154988,2018,AL,JACUIPE,ADMINISTRAÇÃO,11
2154989,2018,AL,JAPARATINGA,ADMINISTRAÇÃO,1
2154990,2018,AL,JAPARATINGA,ADMINISTRAÇÃO,15
2154991,2018,AL,JARAMATAIA,ADMINISTRAÇÃO,1
2154992,2018,AL,JARAMATAIA,ADMINISTRAÇÃO,7
2154993,2018,AL,JEQUIA DA PRAIA,ADMINISTRAÇÃO,11
2154994,2018,AL,JOAQUIM GOMES,ADMINISTRAÇÃO,5
2154995,2018,AL,JOAQUIM GOMES,ADMINISTRAÇÃO,25
2154996,2018,AL,JOAQUIM GOMES,PARTICULAR,3
2154997,2018,AL,JUNDIA,ADMINISTRAÇÃO,1
2154998,2018,AL,JUNDIA,ADMINISTRAÇÃO,9
2154999,2018,AL,JUNQUEIRO,ADMINISTRAÇÃO,1
2155000,2018,AL,JUNQUEIRO,ADMINISTRAÇÃO,33
2155001,2018,AL,LAGOA DA CANOA,ADMINISTRAÇÃO,1
2155002,2018,AL,LAGOA DA CANOA,ADMINISTRAÇÃO,23
2155003,2018,AL,LIMOEIRO DE ANADIA,ADMINISTRAÇÃO,1
2155004,2018,AL,LIMOEIRO DE ANADIA,ADMINISTRAÇÃO,29
2155005,2018,AL,MACEIO,ADMINISTRAÇÃO,105
2155006,2018,AL,MACEIO,ADMINISTRAÇÃO,136
2155007,2018,AL,MACEIO,PARTICULAR,9
2155008,2018,AL,MAJOR ISIDORO,ADMINISTRAÇÃO,3
2155009,2018,AL,MAJOR ISIDORO,ADMINISTRAÇÃO,19
2155010,2018,AL,MAR VERMELHO,ADMINISTRAÇÃO,1
2155011,2018,AL,MAR VERMELHO,ADMINISTRAÇÃO,5
2155012,2018,AL,MARAGOGI,ADMINISTRAÇÃO,1
2155013,2018,AL,MARAGOGI,ADMINISTRAÇÃO,34
2155014,2018,AL,MARAVILHA,ADMINISTRAÇÃO,1
2155015,2018,AL,MARAVILHA,ADMINISTRAÇÃO,10
2155016,2018,AL,MARECHAL DEODORO,ADMINISTRAÇÃO,2
2155017,2018,AL,MARECHAL DEODORO,ADMINISTRAÇÃO,24
2155018,2018,AL,MARIBONDO,ADMINISTRAÇÃO,1
2155019,2018,AL,MARIBONDO,ADMINISTRAÇÃO,13
2155020,2018,AL,MATA GRANDE,ADMINISTRAÇÃO,3
2155021,2018,AL,MATA GRANDE,ADMINISTRAÇÃO,58
2155022,2018,AL,MATRIZ DE CAMARAGIBE,ADMINISTRAÇÃO,2
2155023,2018,AL,MATRIZ DE CAMARAGIBE,ADMINISTRAÇÃO,21
2155024,2018,AL,MESSIAS,ADMINISTRAÇÃO,1
2155025,2018,AL,MESSIAS,ADMINISTRAÇÃO,8
2155026,2018,AL,MINADOR DO NEGRAO,ADMINISTRAÇÃO,1
2155027,2018,AL,MINADOR DO NEGRAO,ADMINISTRAÇÃO,16
2155028,2018,AL,MONTEIROPOLIS,ADMINISTRAÇÃO,1
2155029,2018,AL,MONTEIROPOLIS,ADMINISTRAÇÃO,17
2155030,2018,AL,MURICI,ADMINISTRAÇÃO,2
2155031,2018,AL,MURICI,ADMINISTRAÇÃO,20
2155032,2018,AL,NOVO LINO,ADMINISTRAÇÃO,1
2155033,2018,AL,NOVO LINO,ADMINISTRAÇÃO,17
2155034,2018,AL,OLHO DAGUA DAS FLORES,ADMINISTRAÇÃO,2
2155035,2018,AL,OLHO DAGUA DAS FLORES,ADMINISTRAÇÃO,10
2155036,2018,AL,OLHO DAGUA DAS FLORES,PARTICULAR,1
2155037,2018,AL,OLHO DAGUA DO CASADO,ADMINISTRAÇÃO,1
2155038,2018,AL,OLHO DAGUA DO CASADO,ADMINISTRAÇÃO,9
2155039,2018,AL,OLHO DAGUA GRANDE,ADMINISTRAÇÃO,1
2155040,2018,AL,OLHO DAGUA GRANDE,ADMINISTRAÇÃO,17
2155041,2018,AL,OLIVENCA,ADMINISTRAÇÃO,1
2155042,2018,AL,OLIVENCA,ADMINISTRAÇÃO,13
2155043,2018,AL,OURO BRANCO,ADMINISTRAÇÃO,1
2155044,2018,AL,OURO BRANCO,ADMINISTRAÇÃO,23
2155045,2018,AL,PALESTINA,ADMINISTRAÇÃO,1
2155046,2018,AL,PALESTINA,ADMINISTRAÇÃO,9
2155047,2018,AL,PALMEIRA DOS INDIOS,ADMINISTRAÇÃO,19
2155048,2018,AL,PALMEIRA DOS INDIOS,ADMINISTRAÇÃO,29
2155049,2018,AL,PAO DE ACUCAR,ADMINISTRAÇÃO,3
2155050,2018,AL,PAO DE ACUCAR,ADMINISTRAÇÃO,31
2155051,2018,AL,PAO DE ACUCAR,PARTICULAR,9
2155052,2018,AL,PARICONHA,ADMINISTRAÇÃO,3
2155053,2018,AL,PARICONHA,ADMINISTRAÇÃO,22
2155054,2018,AL,PARIPUEIRA,ADMINISTRAÇÃO,1
2155055,2018,AL,PARIPUEIRA,ADMINISTRAÇÃO,6
2155056,2018,AL,PARIPUEIRA,PARTICULAR,2
2155057,2018,AL,PASSO DE CAMARAGIBE,ADMINISTRAÇÃO,1
2155058,2018,AL,PASSO DE CAMARAGIBE,ADMINISTRAÇÃO,21
2155059,2018,AL,PAULO JACINTO,ADMINISTRAÇÃO,1
2155060,2018,AL,PAULO JACINTO,ADMINISTRAÇÃO,8
2155061,2018,AL,PENEDO,ADMINISTRAÇÃO,7
2155062,2018,AL,PENEDO,ADMINISTRAÇÃO,28
2155063,2018,AL,PIACABUCU,ADMINISTRAÇÃO,1
2155064,2018,AL,PIACABUCU,ADMINISTRAÇÃO,16
2155065,2018,AL,PILAR,ADMINISTRAÇÃO,3
2155066,2018,AL,PILAR,ADMINISTRAÇÃO,17
2155067,2018,AL,PILAR,PARTICULAR,2
2155068,2018,AL,PINDOBA,ADMINISTRAÇÃO,1
2155069,2018,AL,PINDOBA,ADMINISTRAÇÃO,7
2155070,2018,AL,PIRANHAS,ADMINISTRAÇÃO,3
2155071,2018,AL,PIRANHAS,ADMINISTRAÇÃO,15
2155072,2018,AL,POCO DAS TRINCHEIRAS,ADMINISTRAÇÃO,2
2155073,2018,AL,POCO DAS TRINCHEIRAS,ADMINISTRAÇÃO,15
2155074,2018,AL,PORTO CALVO,ADMINISTRAÇÃO,2
2155075,2018,AL,PORTO CALVO,ADMINISTRAÇÃO,14
2155076,2018,AL,PORTO CALVO,PARTICULAR,1
2155077,2018,AL,PORTO DE PEDRAS,ADMINISTRAÇÃO,1
2155078,2018,AL,PORTO DE PEDRAS,ADMINISTRAÇÃO,15
2155079,2018,AL,PORTO REAL DO COLEGIO,ADMINISTRAÇÃO,3
2155080,2018,AL,PORTO REAL DO COLEGIO,ADMINISTRAÇÃO,24
2155081,2018,AL,QUEBRANGULO,ADMINISTRAÇÃO,1
2155082,2018,AL,QUEBRANGULO,ADMINISTRAÇÃO,17
2155083,2018,AL,RIO LARGO,ADMINISTRAÇÃO,8
2155084,2018,AL,RIO LARGO,ADMINISTRAÇÃO,35
2155085,2018,AL,ROTEIRO,ADMINISTRAÇÃO,6
2155086,2018,AL,SANTA LUZIA DO NORTE,ADMINISTRAÇÃO,1
2155087,2018,AL,SANTA LUZIA DO NORTE,ADMINISTRAÇÃO,8
2155088,2018,AL,SANTANA DO IPANEMA,ADMINISTRAÇÃO,8
2155089,2018,AL,SANTANA DO IPANEMA,ADMINISTRAÇÃO,32
2155090,2018,AL,SANTANA DO MUNDAU,ADMINISTRAÇÃO,1
2155091,2018,AL,SANTANA DO MUNDAU,ADMINISTRAÇÃO,27
2155092,2018,AL,SAO BRAS,ADMINISTRAÇÃO,1
2155093,2018,AL,SAO BRAS,ADMINISTRAÇÃO,12
2155094,2018,AL,SAO JOSE DA LAJE,ADMINISTRAÇÃO,2
2155095,2018,AL,SAO JOSE DA LAJE,ADMINISTRAÇÃO,25
2155096,2018,AL,SAO JOSE DA TAPERA,ADMINISTRAÇÃO,3
2155097,2018,AL,SAO JOSE DA TAPERA,ADMINISTRAÇÃO,31
2155098,2018,AL,SAO JOSE DA TAPERA,PARTICULAR,1
2155099,2018,AL,SAO LUIS DO QUITUNDE,ADMINISTRAÇÃO,1
2155100,2018,AL,SAO LUIS DO QUITUNDE,ADMINISTRAÇÃO,36
2155101,2018,AL,SAO MIGUEL DOS CAMPOS,ADMINISTRAÇÃO,3
2155102,2018,AL,SAO MIGUEL DOS CAMPOS,ADMINISTRAÇÃO,23
2155103,2018,AL,SAO MIGUEL DOS MILAGRES,ADMINISTRAÇÃO,1
2155104,2018,AL,SAO MIGUEL DOS MILAGRES,ADMINISTRAÇÃO,13
2155105,2018,AL,SAO SEBASTIAO,ADMINISTRAÇÃO,2
2155106,2018,AL,SAO SEBASTIAO,ADMINISTRAÇÃO,33
2155107,2018,AL,SATUBA,ADMINISTRAÇÃO,1
2155108,2018,AL,SATUBA,ADMINISTRAÇÃO,13
2155109,2018,AL,SENADOR RUI PALMEIRA,ADMINISTRAÇÃO,1
2155110,2018,AL,SENADOR RUI PALMEIRA,ADMINISTRAÇÃO,20
2155111,2018,AL,TANQUE DARCA,ADMINISTRAÇÃO,1
2155112,2018,AL,TANQUE DARCA,ADMINISTRAÇÃO,13
2155113,2018,AL,TAQUARANA,ADMINISTRAÇÃO,1
2155114,2018,AL,TAQUARANA,ADMINISTRAÇÃO,24
2155115,2018,AL,TAQUARANA,PARTICULAR,1
2155116,2018,AL,TEOTONIO VILELA,ADMINISTRAÇÃO,2
2155117,2018,AL,TEOTONIO VILELA,ADMINISTRAÇÃO,38
2155118,2018,AL,TRAIPU,ADMINISTRAÇÃO,3
2155119,2018,AL,TRAIPU,ADMINISTRAÇÃO,47
2155120,2018,AL,UNIAO DOS PALMARES,ADMINISTRAÇÃO,5
2155121,2018,AL,UNIAO DOS PALMARES,ADMINISTRAÇÃO,25
2155122,2018,AL,VICOSA,ADMINISTRAÇÃO,3
2155123,2018,AL,VICOSA,ADMINISTRAÇÃO,24
2155124,2018,AM,ALVARAES,ADMINISTRAÇÃO,6
2155125,2018,AM,ALVARAES,ADMINISTRAÇÃO,53
2155126,2018,AM,AMATURA,ADMINISTRAÇÃO,6
2155127,2018,AM,AMATURA,ADMINISTRAÇÃO,23
2155128,2018,AM,ANAMA,ADMINISTRAÇÃO,8
2155129,2018,AM,ANAMA,ADMINISTRAÇÃO,24
2155130,2018,AM,ANORI,ADMINISTRAÇÃO,5
2155131,2018,AM,ANORI,ADMINISTRAÇÃO,20
2155132,2018,AM,APUI,ADMINISTRAÇÃO,4
2155133,2018,AM,APUI,ADMINISTRAÇÃO,13
2155134,2018,AM,ATALAIA DO NORTE,ADMINISTRAÇÃO,8
2155135,2018,AM,ATALAIA DO NORTE,ADMINISTRAÇÃO,59
2155136,2018,AM,AUTAZES,ADMINISTRAÇÃO,8
2155137,2018,AM,AUTAZES,ADMINISTRAÇÃO,46
2155138,2018,AM,BARCELOS,ADMINISTRAÇÃO,5
2155139,2018,AM,BARCELOS,ADMINISTRAÇÃO,49
2155140,2018,AM,BARREIRINHA,ADMINISTRAÇÃO,11
2155141,2018,AM,BARREIRINHA,ADMINISTRAÇÃO,93
2155142,2018,AM,BENJAMIN CONSTANT,ADMINISTRAÇÃO,6
2155143,2018,AM,BENJAMIN CONSTANT,ADMINISTRAÇÃO,57
2155144,2018,AM,BERURI,ADMINISTRAÇÃO,5
2155145,2018,AM,BERURI,ADMINISTRAÇÃO,71
2155146,2018,AM,BOA VISTA DO RAMOS,ADMINISTRAÇÃO,6
2155147,2018,AM,BOA VISTA DO RAMOS,ADMINISTRAÇÃO,45
2155148,2018,AM,BOA VISTA DO RAMOS,PARTICULAR,1
2155149,2018,AM,BOCA DO ACRE,ADMINISTRAÇÃO,13
2155150,2018,AM,BOCA DO ACRE,ADMINISTRAÇÃO,96
2155151,2018,AM,BORBA,ADMINISTRAÇÃO,16
2155152,2018,AM,BORBA,ADMINISTRAÇÃO,149
2155153,2018,AM,CAAPIRANGA,ADMINISTRAÇÃO,5
2155154,2018,AM,CAAPIRANGA,ADMINISTRAÇÃO,45
2155155,2018,AM,CANUTAMA,ADMINISTRAÇÃO,4
2155156,2018,AM,CANUTAMA,ADMINISTRAÇÃO,42
2155157,2018,AM,CARAUARI,ADMINISTRAÇÃO,12
2155158,2018,AM,CARAUARI,ADMINISTRAÇÃO,46
2155159,2018,AM,CAREIRO,ADMINISTRAÇÃO,6
2155160,2018,AM,CAREIRO,ADMINISTRAÇÃO,41
2155161,2018,AM,CAREIRO,PARTICULAR,2
2155162,2018,AM,CAREIRO DA VARZEA,ADMINISTRAÇÃO,8
2155163,2018,AM,CAREIRO DA VARZEA,ADMINISTRAÇÃO,46
2155164,2018,AM,COARI,ADMINISTRAÇÃO,18
2155165,2018,AM,COARI,ADMINISTRAÇÃO,132
2155166,2018,AM,COARI,PARTICULAR,1
2155167,2018,AM,CODAJAS,ADMINISTRAÇÃO,9
2155168,2018,AM,CODAJAS,ADMINISTRAÇÃO,56
2155169,2018,AM,EIRUNEPE,ADMINISTRAÇÃO,9
2155170,2018,AM,EIRUNEPE,ADMINISTRAÇÃO,39
2155171,2018,AM,ENVIRA,ADMINISTRAÇÃO,5
2155172,2018,AM,ENVIRA,ADMINISTRAÇÃO,44
2155173,2018,AM,FONTE BOA,ADMINISTRAÇÃO,8
2155174,2018,AM,FONTE BOA,ADMINISTRAÇÃO,52
2155175,2018,AM,GUAJARA,ADMINISTRAÇÃO,4
2155176,2018,AM,GUAJARA,ADMINISTRAÇÃO,38
2155177,2018,AM,HUMAITA,ADMINISTRAÇÃO,14
2155178,2018,AM,HUMAITA,ADMINISTRAÇÃO,83
2155179,2018,AM,IPIXUNA,ADMINISTRAÇÃO,6
2155180,2018,AM,IPIXUNA,ADMINISTRAÇÃO,39
2155181,2018,AM,IRANDUBA,ADMINISTRAÇÃO,8
2155182,2018,AM,IRANDUBA,ADMINISTRAÇÃO,66
2155183,2018,AM,ITACOATIARA,ADMINISTRAÇÃO,17
2155184,2018,AM,ITACOATIARA,ADMINISTRAÇÃO,127
2155185,2018,AM,ITAMARATI,ADMINISTRAÇÃO,4
2155186,2018,AM,ITAMARATI,ADMINISTRAÇÃO,36
2155187,2018,AM,ITAPIRANGA,ADMINISTRAÇÃO,6
2155188,2018,AM,ITAPIRANGA,ADMINISTRAÇÃO,19
2155189,2018,AM,JAPURA,ADMINISTRAÇÃO,7
2155190,2018,AM,JAPURA,ADMINISTRAÇÃO,36
2155191,2018,AM,JURUA,ADMINISTRAÇÃO,5
2155192,2018,AM,JURUA,ADMINISTRAÇÃO,31
2155193,2018,AM,JUTAI,ADMINISTRAÇÃO,7
2155194,2018,AM,JUTAI,ADMINISTRAÇÃO,89
2155195,2018,AM,LABREA,ADMINISTRAÇÃO,7
2155196,2018,AM,LABREA,ADMINISTRAÇÃO,141
2155197,2018,AM,MANACAPURU,ADMINISTRAÇÃO,22
2155198,2018,AM,MANACAPURU,ADMINISTRAÇÃO,134
2155199,2018,AM,MANACAPURU,PARTICULAR,1
2155200,2018,AM,MANAQUIRI,ADMINISTRAÇÃO,3
2155201,2018,AM,MANAQUIRI,ADMINISTRAÇÃO,39
2155202,2018,AM,MANAQUIRI,PARTICULAR,1
2155203,2018,AM,MANAUS,ADMINISTRAÇÃO,234
2155204,2018,AM,MANAUS,ADMINISTRAÇÃO,490
2155205,2018,AM,MANAUS,PARTICULAR,7
2155206,2018,AM,MANICORE,ADMINISTRAÇÃO,13
2155207,2018,AM,MANICORE,ADMINISTRAÇÃO,149
2155208,2018,AM,MANICORE,PARTICULAR,1
2155209,2018,AM,MARAA,ADMINISTRAÇÃO,5
2155210,2018,AM,MARAA,ADMINISTRAÇÃO,99
2155211,2018,AM,MAUES,ADMINISTRAÇÃO,13
2155212,2018,AM,MAUES,ADMINISTRAÇÃO,170
2155213,2018,AM,NHAMUNDA,ADMINISTRAÇÃO,8
2155214,2018,AM,NHAMUNDA,ADMINISTRAÇÃO,54
2155215,2018,AM,NOVA OLINDA DO NORTE,ADMINISTRAÇÃO,8
2155216,2018,AM,NOVA OLINDA DO NORTE,ADMINISTRAÇÃO,59
2155217,2018,AM,NOVA OLINDA DO NORTE,PARTICULAR,1
2155218,2018,AM,NOVO AIRAO,ADMINISTRAÇÃO,5
2155219,2018,AM,NOVO AIRAO,ADMINISTRAÇÃO,21
2155220,2018,AM,NOVO ARIPUANA,ADMINISTRAÇÃO,8
2155221,2018,AM,NOVO ARIPUANA,ADMINISTRAÇÃO,48
2155222,2018,AM,PARINTINS,ADMINISTRAÇÃO,23
2155223,2018,AM,PARINTINS,ADMINISTRAÇÃO,146
2155224,2018,AM,PARINTINS,PARTICULAR,2
2155225,2018,AM,PAUINI,ADMINISTRAÇÃO,4
2155226,2018,AM,PAUINI,ADMINISTRAÇÃO,76
2155227,2018,AM,PRESIDENTE FIGUEIREDO,ADMINISTRAÇÃO,6
2155228,2018,AM,PRESIDENTE FIGUEIREDO,ADMINISTRAÇÃO,25
2155229,2018,AM,RIO PRETO DA EVA,ADMINISTRAÇÃO,4
2155230,2018,AM,RIO PRETO DA EVA,ADMINISTRAÇÃO,18
2155231,2018,AM,SANTA ISABEL DO RIO NEGRO,ADMINISTRAÇÃO,6
2155232,2018,AM,SANTA ISABEL DO RIO NEGRO,ADMINISTRAÇÃO,43
2155233,2018,AM,SANTO ANTONIO DO ICA,ADMINISTRAÇÃO,9
2155234,2018,AM,SANTO ANTONIO DO ICA,ADMINISTRAÇÃO,37
2155235,2018,AM,SAO GABRIEL DA CACHOEIRA,ADMINISTRAÇÃO,18
2155236,2018,AM,SAO GABRIEL DA CACHOEIRA,ADMINISTRAÇÃO,230
2155237,2018,AM,SAO PAULO DE OLIVENCA,ADMINISTRAÇÃO,11
2155238,2018,AM,SAO PAULO DE OLIVENCA,ADMINISTRAÇÃO,74
2155239,2018,AM,SAO SEBASTIAO DO UATUMA,ADMINISTRAÇÃO,6
2155240,2018,AM,SAO SEBASTIAO DO UATUMA,ADMINISTRAÇÃO,19
2155241,2018,AM,SILVES,ADMINISTRAÇÃO,4
2155242,2018,AM,SILVES,ADMINISTRAÇÃO,10
2155243,2018,AM,TABATINGA,ADMINISTRAÇÃO,11
2155244,2018,AM,TABATINGA,ADMINISTRAÇÃO,58
2155245,2018,AM,TABATINGA,PARTICULAR,1
2155246,2018,AM,TAPAUA,ADMINISTRAÇÃO,6
2155247,2018,AM,TAPAUA,ADMINISTRAÇÃO,82
2155248,2018,AM,TEFE,ADMINISTRAÇÃO,19
2155249,2018,AM,TEFE,ADMINISTRAÇÃO,84
2155250,2018,AM,TEFE,PARTICULAR,1
2155251,2018,AM,TONANTINS,ADMINISTRAÇÃO,5
2155252,2018,AM,TONANTINS,ADMINISTRAÇÃO,50
2155253,2018,AM,UARINI,ADMINISTRAÇÃO,6
2155254,2018,AM,UARINI,ADMINISTRAÇÃO,46
2155255,2018,AM,URUCARA,ADMINISTRAÇÃO,5
2155256,2018,AM,URUCARA,ADMINISTRAÇÃO,29
