CodEscolasAtendidas,Ano,UF,Municipio,EsferaGoverno,QtdEscolasAtendidas
2187668,2020,PE,BARRA DE GUABIRABA,ADMINISTRAÇÃO,11
2187669,2020,PE,BARREIROS,ADMINISTRAÇÃO,5
2187670,2020,PE,BARREIROS,ADMINISTRAÇÃO,32
2187671,2020,PE,BELEM DE MARIA,ADMINISTRAÇÃO,1
2187672,2020,PE,BELEM DE MARIA,ADMINISTRAÇÃO,13
2187673,2020,PE,BELEM DO SAO FRANCISCO,ADMINISTRAÇÃO,6
2187674,2020,PE,BELEM DO SAO FRANCISCO,ADMINISTRAÇÃO,16
2187675,2020,PE,BELEM DO SAO FRANCISCO,PARTICULAR,1
2187676,2020,PE,BELO JARDIM,ADMINISTRAÇÃO,10
2187677,2020,PE,BELO JARDIM,ADMINISTRAÇÃO,57
2187678,2020,PE,BETANIA,ADMINISTRAÇÃO,1
2187679,2020,PE,BETANIA,ADMINISTRAÇÃO,21
2187680,2020,PE,BEZERROS,ADMINISTRAÇÃO,6
2187681,2020,PE,BEZERROS,ADMINISTRAÇÃO,38
2187682,2020,PE,BODOCO,ADMINISTRAÇÃO,3
2187683,2020,PE,BODOCO,ADMINISTRAÇÃO,43
2187684,2020,PE,BOM CONSELHO,ADMINISTRAÇÃO,4
2187685,2020,PE,BOM CONSELHO,ADMINISTRAÇÃO,38
2187686,2020,PE,BOM JARDIM,ADMINISTRAÇÃO,3
2187687,2020,PE,BOM JARDIM,ADMINISTRAÇÃO,33
2187688,2020,PE,BONITO,ADMINISTRAÇÃO,3
2187689,2020,PE,BONITO,ADMINISTRAÇÃO,33
2187690,2020,PE,BREJAO,ADMINISTRAÇÃO,1
2187691,2020,PE,BREJAO,ADMINISTRAÇÃO,18
2187692,2020,PE,BREJINHO,ADMINISTRAÇÃO,1
2187693,2020,PE,BREJINHO,ADMINISTRAÇÃO,12
2187694,2020,PE,BREJO DA MADRE DE DEUS,ADMINISTRAÇÃO,1
2187695,2020,PE,BREJO DA MADRE DE DEUS,ADMINISTRAÇÃO,51
2187696,2020,PE,BUENOS AIRES,ADMINISTRAÇÃO,2
2187697,2020,PE,BUENOS AIRES,ADMINISTRAÇÃO,14
2187698,2020,PE,BUIQUE,ADMINISTRAÇÃO,10
2187699,2020,PE,BUIQUE,ADMINISTRAÇÃO,39
2187700,2020,PE,CABO DE SANTO AGOSTINHO,ADMINISTRAÇÃO,17
2187701,2020,PE,CABO DE SANTO AGOSTINHO,ADMINISTRAÇÃO,105
2187702,2020,PE,CABO DE SANTO AGOSTINHO,PARTICULAR,1
2187703,2020,PE,CABROBO,ADMINISTRAÇÃO,15
2187704,2020,PE,CABROBO,ADMINISTRAÇÃO,24
2187705,2020,PE,CACHOEIRINHA,ADMINISTRAÇÃO,2
2187706,2020,PE,CACHOEIRINHA,ADMINISTRAÇÃO,9
2187707,2020,PE,CAETES,ADMINISTRAÇÃO,1
2187708,2020,PE,CAETES,ADMINISTRAÇÃO,17
2187709,2020,PE,CALCADO,ADMINISTRAÇÃO,1
2187710,2020,PE,CALCADO,ADMINISTRAÇÃO,15
2187711,2020,PE,CALUMBI,ADMINISTRAÇÃO,1
2187712,2020,PE,CALUMBI,ADMINISTRAÇÃO,14
2187713,2020,PE,CAMARAGIBE,ADMINISTRAÇÃO,20
2187714,2020,PE,CAMARAGIBE,ADMINISTRAÇÃO,28
2187715,2020,PE,CAMOCIM DE SAO FELIX,ADMINISTRAÇÃO,1
2187716,2020,PE,CAMOCIM DE SAO FELIX,ADMINISTRAÇÃO,10
2187717,2020,PE,CAMUTANGA,ADMINISTRAÇÃO,1
2187718,2020,PE,CAMUTANGA,ADMINISTRAÇÃO,9
2187719,2020,PE,CANHOTINHO,ADMINISTRAÇÃO,3
2187720,2020,PE,CANHOTINHO,ADMINISTRAÇÃO,27
2187721,2020,PE,CAPOEIRAS,ADMINISTRAÇÃO,1
2187722,2020,PE,CAPOEIRAS,ADMINISTRAÇÃO,20
2187723,2020,PE,CARNAIBA,ADMINISTRAÇÃO,3
2187724,2020,PE,CARNAIBA,ADMINISTRAÇÃO,21
2187725,2020,PE,CARNAUBEIRA DA PENHA,ADMINISTRAÇÃO,43
2187726,2020,PE,CARNAUBEIRA DA PENHA,ADMINISTRAÇÃO,32
2187727,2020,PE,CARPINA,ADMINISTRAÇÃO,9
2187728,2020,PE,CARPINA,ADMINISTRAÇÃO,22
2187729,2020,PE,CARPINA,PARTICULAR,1
2187730,2020,PE,CARUARU,ADMINISTRAÇÃO,24
2187731,2020,PE,CARUARU,ADMINISTRAÇÃO,135
2187732,2020,PE,CARUARU,PARTICULAR,2
2187733,2020,PE,CASINHAS,ADMINISTRAÇÃO,1
2187734,2020,PE,CASINHAS,ADMINISTRAÇÃO,18
2187735,2020,PE,CATENDE,ADMINISTRAÇÃO,5
2187736,2020,PE,CATENDE,ADMINISTRAÇÃO,27
2187737,2020,PE,CEDRO,ADMINISTRAÇÃO,2
2187738,2020,PE,CEDRO,ADMINISTRAÇÃO,13
2187739,2020,PE,CHA DE ALEGRIA,ADMINISTRAÇÃO,1
2187740,2020,PE,CHA DE ALEGRIA,ADMINISTRAÇÃO,10
2187741,2020,PE,CHA GRANDE,ADMINISTRAÇÃO,1
2187742,2020,PE,CHA GRANDE,ADMINISTRAÇÃO,27
2187743,2020,PE,CONDADO,ADMINISTRAÇÃO,2
2187744,2020,PE,CONDADO,ADMINISTRAÇÃO,10
2187745,2020,PE,CORRENTES,ADMINISTRAÇÃO,2
2187746,2020,PE,CORRENTES,ADMINISTRAÇÃO,26
2187747,2020,PE,CORTES,ADMINISTRAÇÃO,1
2187748,2020,PE,CORTES,ADMINISTRAÇÃO,18
2187749,2020,PE,CUMARU,ADMINISTRAÇÃO,1
2187750,2020,PE,CUMARU,ADMINISTRAÇÃO,19
2187751,2020,PE,CUPIRA,ADMINISTRAÇÃO,2
2187752,2020,PE,CUPIRA,ADMINISTRAÇÃO,22
2187753,2020,PE,CUPIRA,PARTICULAR,1
2187754,2020,PE,CUSTODIA,ADMINISTRAÇÃO,3
2187755,2020,PE,CUSTODIA,ADMINISTRAÇÃO,23
2187756,2020,PE,DORMENTES,ADMINISTRAÇÃO,2
2187757,2020,PE,DORMENTES,ADMINISTRAÇÃO,14
2187758,2020,PE,ESCADA,ADMINISTRAÇÃO,5
2187759,2020,PE,ESCADA,ADMINISTRAÇÃO,40
2187760,2020,PE,EXU,ADMINISTRAÇÃO,4
2187761,2020,PE,EXU,ADMINISTRAÇÃO,44
2187762,2020,PE,FEIRA NOVA,ADMINISTRAÇÃO,2
2187763,2020,PE,FEIRA NOVA,ADMINISTRAÇÃO,11
2187764,2020,PE,FERNANDO DE NORONHA,ADMINISTRAÇÃO,2
2187765,2020,PE,FERREIROS,ADMINISTRAÇÃO,1
2187766,2020,PE,FERREIROS,ADMINISTRAÇÃO,7
2187767,2020,PE,FLORES,ADMINISTRAÇÃO,3
2187768,2020,PE,FLORES,ADMINISTRAÇÃO,20
2187769,2020,PE,FLORESTA,ADMINISTRAÇÃO,10
2187770,2020,PE,FLORESTA,ADMINISTRAÇÃO,45
2187771,2020,PE,FREI MIGUELINHO,ADMINISTRAÇÃO,2
2187772,2020,PE,FREI MIGUELINHO,ADMINISTRAÇÃO,15
2187773,2020,PE,GAMELEIRA,ADMINISTRAÇÃO,2
2187774,2020,PE,GAMELEIRA,ADMINISTRAÇÃO,21
2187775,2020,PE,GAMELEIRA,PARTICULAR,1
2187776,2020,PE,GARANHUNS,ADMINISTRAÇÃO,17
2187777,2020,PE,GARANHUNS,ADMINISTRAÇÃO,51
2187778,2020,PE,GARANHUNS,PARTICULAR,7
2187779,2020,PE,GLORIA DO GOITA,ADMINISTRAÇÃO,2
2187780,2020,PE,GLORIA DO GOITA,ADMINISTRAÇÃO,29
2187781,2020,PE,GLORIA DO GOITA,PARTICULAR,1
2187782,2020,PE,GOIANA,ADMINISTRAÇÃO,7
2187783,2020,PE,GOIANA,ADMINISTRAÇÃO,40
2187784,2020,PE,GOIANA,PARTICULAR,1
2187785,2020,PE,GRANITO,ADMINISTRAÇÃO,2
2187786,2020,PE,GRANITO,ADMINISTRAÇÃO,6
2187787,2020,PE,GRAVATA,ADMINISTRAÇÃO,7
2187788,2020,PE,GRAVATA,ADMINISTRAÇÃO,48
2187789,2020,PE,IATI,ADMINISTRAÇÃO,1
2187790,2020,PE,IATI,ADMINISTRAÇÃO,14
2187791,2020,PE,IBIMIRIM,ADMINISTRAÇÃO,10
2187792,2020,PE,IBIMIRIM,ADMINISTRAÇÃO,17
2187793,2020,PE,IBIRAJUBA,ADMINISTRAÇÃO,1
2187794,2020,PE,IBIRAJUBA,ADMINISTRAÇÃO,12
2187795,2020,PE,IGARASSU,ADMINISTRAÇÃO,10
2187796,2020,PE,IGARASSU,ADMINISTRAÇÃO,48
2187797,2020,PE,IGARASSU,PARTICULAR,2
2187798,2020,PE,IGUARACY,ADMINISTRAÇÃO,2
2187799,2020,PE,IGUARACY,ADMINISTRAÇÃO,14
2187800,2020,PE,ILHA DE ITAMARACA,ADMINISTRAÇÃO,6
2187801,2020,PE,ILHA DE ITAMARACA,ADMINISTRAÇÃO,15
2187802,2020,PE,INAJA,ADMINISTRAÇÃO,8
2187803,2020,PE,INAJA,ADMINISTRAÇÃO,23
2187804,2020,PE,INGAZEIRA,ADMINISTRAÇÃO,1
2187805,2020,PE,INGAZEIRA,ADMINISTRAÇÃO,9
2187806,2020,PE,IPOJUCA,ADMINISTRAÇÃO,6
2187807,2020,PE,IPOJUCA,ADMINISTRAÇÃO,73
2187808,2020,PE,IPUBI,ADMINISTRAÇÃO,4
2187809,2020,PE,IPUBI,ADMINISTRAÇÃO,39
2187810,2020,PE,ITACURUBA,ADMINISTRAÇÃO,2
2187811,2020,PE,ITACURUBA,ADMINISTRAÇÃO,9
2187812,2020,PE,ITAIBA,ADMINISTRAÇÃO,2
2187813,2020,PE,ITAIBA,ADMINISTRAÇÃO,33
2187814,2020,PE,ITAMBE,ADMINISTRAÇÃO,3
2187815,2020,PE,ITAMBE,ADMINISTRAÇÃO,19
2187816,2020,PE,ITAPETIM,ADMINISTRAÇÃO,1
2187817,2020,PE,ITAPETIM,ADMINISTRAÇÃO,14
2187818,2020,PE,ITAPETIM,PARTICULAR,1
2187819,2020,PE,ITAPISSUMA,ADMINISTRAÇÃO,3
2187820,2020,PE,ITAPISSUMA,ADMINISTRAÇÃO,14
2187821,2020,PE,ITAQUITINGA,ADMINISTRAÇÃO,2
2187822,2020,PE,ITAQUITINGA,ADMINISTRAÇÃO,10
2187823,2020,PE,JABOATAO DOS GUARARAPES,ADMINISTRAÇÃO,39
2187824,2020,PE,JABOATAO DOS GUARARAPES,ADMINISTRAÇÃO,145
2187825,2020,PE,JABOATAO DOS GUARARAPES,PARTICULAR,2
2187826,2020,PE,JAQUEIRA,ADMINISTRAÇÃO,1
2187827,2020,PE,JAQUEIRA,ADMINISTRAÇÃO,18
2187828,2020,PE,JAQUEIRA,PARTICULAR,1
2187829,2020,PE,JATAUBA,ADMINISTRAÇÃO,1
2187830,2020,PE,JATAUBA,ADMINISTRAÇÃO,34
2187831,2020,PE,JATOBA,ADMINISTRAÇÃO,11
2187832,2020,PE,JATOBA,ADMINISTRAÇÃO,11
2187833,2020,PE,JOAO ALFREDO,ADMINISTRAÇÃO,2
2187834,2020,PE,JOAO ALFREDO,ADMINISTRAÇÃO,21
2187835,2020,PE,JOAQUIM NABUCO,ADMINISTRAÇÃO,1
2187836,2020,PE,JOAQUIM NABUCO,ADMINISTRAÇÃO,15
2187837,2020,PE,JUCATI,ADMINISTRAÇÃO,1
2187838,2020,PE,JUCATI,ADMINISTRAÇÃO,10
2187839,2020,PE,JUPI,ADMINISTRAÇÃO,1
2187840,2020,PE,JUPI,ADMINISTRAÇÃO,10
2187841,2020,PE,JUREMA,ADMINISTRAÇÃO,1
2187842,2020,PE,JUREMA,ADMINISTRAÇÃO,19
2187843,2020,PE,LAGOA DE ITAENGA,ADMINISTRAÇÃO,1
2187844,2020,PE,LAGOA DE ITAENGA,ADMINISTRAÇÃO,15
2187845,2020,PE,LAGOA DO CARRO,ADMINISTRAÇÃO,1
2187846,2020,PE,LAGOA DO CARRO,ADMINISTRAÇÃO,14
2187847,2020,PE,LAGOA DO OURO,ADMINISTRAÇÃO,1
2187848,2020,PE,LAGOA DO OURO,ADMINISTRAÇÃO,21
2187849,2020,PE,LAGOA DOS GATOS,ADMINISTRAÇÃO,1
2187850,2020,PE,LAGOA DOS GATOS,ADMINISTRAÇÃO,28
2187851,2020,PE,LAGOA GRANDE,ADMINISTRAÇÃO,4
2187852,2020,PE,LAGOA GRANDE,ADMINISTRAÇÃO,19
2187853,2020,PE,LAJEDO,ADMINISTRAÇÃO,3
2187854,2020,PE,LAJEDO,ADMINISTRAÇÃO,37
2187855,2020,PE,LIMOEIRO,ADMINISTRAÇÃO,9
2187856,2020,PE,LIMOEIRO,ADMINISTRAÇÃO,26
2187857,2020,PE,MACAPARANA,ADMINISTRAÇÃO,4
2187858,2020,PE,MACAPARANA,ADMINISTRAÇÃO,21
2187859,2020,PE,MACHADOS,ADMINISTRAÇÃO,1
2187860,2020,PE,MACHADOS,ADMINISTRAÇÃO,11
2187861,2020,PE,MANARI,ADMINISTRAÇÃO,1
2187862,2020,PE,MANARI,ADMINISTRAÇÃO,33
2187863,2020,PE,MARAIAL,ADMINISTRAÇÃO,1
2187864,2020,PE,MARAIAL,ADMINISTRAÇÃO,13
2187865,2020,PE,MIRANDIBA,ADMINISTRAÇÃO,5
2187866,2020,PE,MIRANDIBA,ADMINISTRAÇÃO,22
2187867,2020,PE,MIRANDIBA,PARTICULAR,1
2187868,2020,PE,MOREILANDIA,ADMINISTRAÇÃO,3
2187869,2020,PE,MOREILANDIA,ADMINISTRAÇÃO,10
2187870,2020,PE,MORENO,ADMINISTRAÇÃO,4
2187871,2020,PE,MORENO,ADMINISTRAÇÃO,26
2187872,2020,PE,MORENO,PARTICULAR,1
2187873,2020,PE,NAZARE DA MATA,ADMINISTRAÇÃO,6
2187874,2020,PE,NAZARE DA MATA,ADMINISTRAÇÃO,13
2187875,2020,PE,OLINDA,ADMINISTRAÇÃO,39
2187876,2020,PE,OLINDA,ADMINISTRAÇÃO,72
2187877,2020,PE,OLINDA,PARTICULAR,1
2187878,2020,PE,OROBO,ADMINISTRAÇÃO,3
2187879,2020,PE,OROBO,ADMINISTRAÇÃO,24
2187880,2020,PE,OROCO,ADMINISTRAÇÃO,4
2187881,2020,PE,OROCO,ADMINISTRAÇÃO,26
2187882,2020,PE,OURICURI,ADMINISTRAÇÃO,6
2187883,2020,PE,OURICURI,ADMINISTRAÇÃO,56
2187884,2020,PE,PALMARES,ADMINISTRAÇÃO,9
2187885,2020,PE,PALMARES,ADMINISTRAÇÃO,53
2187886,2020,PE,PALMARES,PARTICULAR,1
2187887,2020,PE,PALMEIRINA,ADMINISTRAÇÃO,1
2187888,2020,PE,PALMEIRINA,ADMINISTRAÇÃO,15
2187889,2020,PE,PANELAS,ADMINISTRAÇÃO,2
2187890,2020,PE,PANELAS,ADMINISTRAÇÃO,39
2187891,2020,PE,PARANATAMA,ADMINISTRAÇÃO,1
2187892,2020,PE,PARANATAMA,ADMINISTRAÇÃO,25
2187893,2020,PE,PARNAMIRIM,ADMINISTRAÇÃO,3
2187894,2020,PE,PARNAMIRIM,ADMINISTRAÇÃO,28
2187895,2020,PE,PASSIRA,ADMINISTRAÇÃO,3
2187896,2020,PE,PASSIRA,ADMINISTRAÇÃO,22
2187897,2020,PE,PASSIRA,PARTICULAR,1
2187898,2020,PE,PAUDALHO,ADMINISTRAÇÃO,6
2187899,2020,PE,PAUDALHO,ADMINISTRAÇÃO,28
2187900,2020,PE,PAULISTA,ADMINISTRAÇÃO,23
2187901,2020,PE,PAULISTA,ADMINISTRAÇÃO,60
2187902,2020,PE,PAULISTA,PARTICULAR,3
2187903,2020,PE,PEDRA,ADMINISTRAÇÃO,3
2187904,2020,PE,PEDRA,ADMINISTRAÇÃO,22
2187905,2020,PE,PESQUEIRA,ADMINISTRAÇÃO,43
2187906,2020,PE,PESQUEIRA,ADMINISTRAÇÃO,48
2187907,2020,PE,PETROLANDIA,ADMINISTRAÇÃO,10
2187908,2020,PE,PETROLANDIA,ADMINISTRAÇÃO,43
2187909,2020,PE,PETROLINA,ADMINISTRAÇÃO,50
2187910,2020,PE,PETROLINA,ADMINISTRAÇÃO,121
2187911,2020,PE,PETROLINA,PARTICULAR,81
2187912,2020,PE,POCAO,ADMINISTRAÇÃO,2
2187913,2020,PE,POCAO,ADMINISTRAÇÃO,14
2187914,2020,PE,POMBOS,ADMINISTRAÇÃO,1
2187915,2020,PE,POMBOS,ADMINISTRAÇÃO,29
2187916,2020,PE,PRIMAVERA,ADMINISTRAÇÃO,1
2187917,2020,PE,PRIMAVERA,ADMINISTRAÇÃO,13
2187918,2020,PE,QUIPAPA,ADMINISTRAÇÃO,1
2187919,2020,PE,QUIPAPA,ADMINISTRAÇÃO,20
2187920,2020,PE,QUIXABA,ADMINISTRAÇÃO,2
2187921,2020,PE,QUIXABA,ADMINISTRAÇÃO,8
2187922,2020,PE,RECIFE,ADMINISTRAÇÃO,161
2187923,2020,PE,RECIFE,ADMINISTRAÇÃO,310
2187924,2020,PE,RECIFE,PARTICULAR,30
2187925,2020,PE,RIACHO DAS ALMAS,ADMINISTRAÇÃO,1
2187926,2020,PE,RIACHO DAS ALMAS,ADMINISTRAÇÃO,24
2187927,2020,PE,RIBEIRAO,ADMINISTRAÇÃO,3
2187928,2020,PE,RIBEIRAO,ADMINISTRAÇÃO,32
2187929,2020,PE,RIO FORMOSO,ADMINISTRAÇÃO,3
2187930,2020,PE,RIO FORMOSO,ADMINISTRAÇÃO,22
2187931,2020,PE,SAIRE,ADMINISTRAÇÃO,1
2187932,2020,PE,SAIRE,ADMINISTRAÇÃO,14
2187933,2020,PE,SALGADINHO,ADMINISTRAÇÃO,1
2187934,2020,PE,SALGADINHO,ADMINISTRAÇÃO,12
2187935,2020,PE,SALGUEIRO,ADMINISTRAÇÃO,20
2187936,2020,PE,SALGUEIRO,ADMINISTRAÇÃO,22
2187937,2020,PE,SALGUEIRO,PARTICULAR,1
2187938,2020,PE,SALOA,ADMINISTRAÇÃO,1
2187939,2020,PE,SALOA,ADMINISTRAÇÃO,23
2187940,2020,PE,SANHARO,ADMINISTRAÇÃO,2
2187941,2020,PE,SANHARO,ADMINISTRAÇÃO,17
2187942,2020,PE,SANTA CRUZ,ADMINISTRAÇÃO,1
2187943,2020,PE,SANTA CRUZ,ADMINISTRAÇÃO,13
2187944,2020,PE,SANTA CRUZ DA BAIXA VERDE,ADMINISTRAÇÃO,2
2187945,2020,PE,SANTA CRUZ DA BAIXA VERDE,ADMINISTRAÇÃO,9
2187946,2020,PE,SANTA CRUZ DO CAPIBARIBE,ADMINISTRAÇÃO,7
2187947,2020,PE,SANTA CRUZ DO CAPIBARIBE,ADMINISTRAÇÃO,25
2187948,2020,PE,SANTA CRUZ DO CAPIBARIBE,PARTICULAR,3
2187949,2020,PE,SANTA FILOMENA,ADMINISTRAÇÃO,2
2187950,2020,PE,SANTA FILOMENA,ADMINISTRAÇÃO,17
2187951,2020,PE,SANTA MARIA DA BOA VISTA,ADMINISTRAÇÃO,5
2187952,2020,PE,SANTA MARIA DA BOA VISTA,ADMINISTRAÇÃO,47
2187953,2020,PE,SANTA MARIA DO CAMBUCA,ADMINISTRAÇÃO,1
2187954,2020,PE,SANTA MARIA DO CAMBUCA,ADMINISTRAÇÃO,21
2187955,2020,PE,SANTA TEREZINHA,ADMINISTRAÇÃO,1
2187956,2020,PE,SANTA TEREZINHA,ADMINISTRAÇÃO,10
2187957,2020,PE,SAO BENEDITO DO SUL,ADMINISTRAÇÃO,1
2187958,2020,PE,SAO BENEDITO DO SUL,ADMINISTRAÇÃO,20
2187959,2020,PE,SAO BENTO DO UNA,ADMINISTRAÇÃO,4
2187960,2020,PE,SAO BENTO DO UNA,ADMINISTRAÇÃO,25
2187961,2020,PE,SAO CAITANO,ADMINISTRAÇÃO,3
2187962,2020,PE,SAO CAITANO,ADMINISTRAÇÃO,36
2187963,2020,PE,SAO JOAO,ADMINISTRAÇÃO,1
2187964,2020,PE,SAO JOAO,ADMINISTRAÇÃO,33
2187965,2020,PE,SAO JOAQUIM DO MONTE,ADMINISTRAÇÃO,1
2187966,2020,PE,SAO JOAQUIM DO MONTE,ADMINISTRAÇÃO,10
2187967,2020,PE,SAO JOSE DA COROA GRANDE,ADMINISTRAÇÃO,3
2187968,2020,PE,SAO JOSE DA COROA GRANDE,ADMINISTRAÇÃO,14
2187969,2020,PE,SAO JOSE DO BELMONTE,ADMINISTRAÇÃO,4
2187970,2020,PE,SAO JOSE DO BELMONTE,ADMINISTRAÇÃO,20
2187971,2020,PE,SAO JOSE DO EGITO,ADMINISTRAÇÃO,5
2187972,2020,PE,SAO JOSE DO EGITO,ADMINISTRAÇÃO,19
2187973,2020,PE,SAO LOURENCO DA MATA,ADMINISTRAÇÃO,9
2187974,2020,PE,SAO LOURENCO DA MATA,ADMINISTRAÇÃO,44
2187975,2020,PE,SAO VICENTE FERRER,ADMINISTRAÇÃO,2
2187976,2020,PE,SAO VICENTE FERRER,ADMINISTRAÇÃO,8
2187977,2020,PE,SERRA TALHADA,ADMINISTRAÇÃO,9
2187978,2020,PE,SERRA TALHADA,ADMINISTRAÇÃO,73
2187979,2020,PE,SERRA TALHADA,PARTICULAR,1
2187980,2020,PE,SERRITA,ADMINISTRAÇÃO,1
2187981,2020,PE,SERRITA,ADMINISTRAÇÃO,22
2187982,2020,PE,SERTANIA,ADMINISTRAÇÃO,4
2187983,2020,PE,SERTANIA,ADMINISTRAÇÃO,31
2187984,2020,PE,SIRINHAEM,ADMINISTRAÇÃO,5
2187985,2020,PE,SIRINHAEM,ADMINISTRAÇÃO,32
2187986,2020,PE,SOLIDAO,ADMINISTRAÇÃO,1
2187987,2020,PE,SOLIDAO,ADMINISTRAÇÃO,5
2187988,2020,PE,SURUBIM,ADMINISTRAÇÃO,5
2187989,2020,PE,SURUBIM,ADMINISTRAÇÃO,38
2187990,2020,PE,SURUBIM,PARTICULAR,1
2187991,2020,PE,TABIRA,ADMINISTRAÇÃO,3
2187992,2020,PE,TABIRA,ADMINISTRAÇÃO,19
2187993,2020,PE,TACAIMBO,ADMINISTRAÇÃO,2
2187994,2020,PE,TACAIMBO,ADMINISTRAÇÃO,11
2187995,2020,PE,TACARATU,ADMINISTRAÇÃO,12
2187996,2020,PE,TACARATU,ADMINISTRAÇÃO,20
2187997,2020,PE,TAMANDARE,ADMINISTRAÇÃO,1
2187998,2020,PE,TAMANDARE,ADMINISTRAÇÃO,26
2187999,2020,PE,TAMANDARE,PARTICULAR,2
2188000,2020,PE,TAQUARITINGA DO NORTE,ADMINISTRAÇÃO,2
2188001,2020,PE,TAQUARITINGA DO NORTE,ADMINISTRAÇÃO,9
2188002,2020,PE,TEREZINHA,ADMINISTRAÇÃO,1
2188003,2020,PE,TEREZINHA,ADMINISTRAÇÃO,15
2188004,2020,PE,TERRA NOVA,ADMINISTRAÇÃO,1
2188005,2020,PE,TERRA NOVA,ADMINISTRAÇÃO,8
2188006,2020,PE,TIMBAUBA,ADMINISTRAÇÃO,9
2188007,2020,PE,TIMBAUBA,ADMINISTRAÇÃO,26
2188008,2020,PE,TIMBAUBA,PARTICULAR,1
2188009,2020,PE,TORITAMA,ADMINISTRAÇÃO,2
2188010,2020,PE,TORITAMA,ADMINISTRAÇÃO,16
2188011,2020,PE,TRACUNHAEM,ADMINISTRAÇÃO,2
2188012,2020,PE,TRACUNHAEM,ADMINISTRAÇÃO,9
2188013,2020,PE,TRINDADE,ADMINISTRAÇÃO,3
2188014,2020,PE,TRINDADE,ADMINISTRAÇÃO,25
2188015,2020,PE,TRIUNFO,ADMINISTRAÇÃO,2
2188016,2020,PE,TRIUNFO,ADMINISTRAÇÃO,12
2188017,2020,PE,TRIUNFO,PARTICULAR,1
2188018,2020,PE,TUPANATINGA,ADMINISTRAÇÃO,2
2188019,2020,PE,TUPANATINGA,ADMINISTRAÇÃO,30
2188020,2020,PE,TUPARETAMA,ADMINISTRAÇÃO,2
2188021,2020,PE,TUPARETAMA,ADMINISTRAÇÃO,6
2188022,2020,PE,VENTUROSA,ADMINISTRAÇÃO,2
2188023,2020,PE,VENTUROSA,ADMINISTRAÇÃO,26
2188024,2020,PE,VERDEJANTE,ADMINISTRAÇÃO,1
2188025,2020,PE,VERDEJANTE,ADMINISTRAÇÃO,10
2188026,2020,PE,VERTENTE DO LERIO,ADMINISTRAÇÃO,1
2188027,2020,PE,VERTENTE DO LERIO,ADMINISTRAÇÃO,12
2188028,2020,PE,VERTENTES,ADMINISTRAÇÃO,1
2188029,2020,PE,VERTENTES,ADMINISTRAÇÃO,13
2188030,2020,PE,VICENCIA,ADMINISTRAÇÃO,2
2188031,2020,PE,VICENCIA,ADMINISTRAÇÃO,19
2188032,2020,PE,VITORIA DE SANTO ANTAO,ADMINISTRAÇÃO,9
2188033,2020,PE,VITORIA DE SANTO ANTAO,ADMINISTRAÇÃO,61
2188034,2020,PE,XEXEU,ADMINISTRAÇÃO,2
2188035,2020,PE,XEXEU,ADMINISTRAÇÃO,15
2188036,2020,PI,ACAUA,ADMINISTRAÇÃO,1
2188037,2020,PI,ACAUA,ADMINISTRAÇÃO,8
2188038,2020,PI,AGRICOLANDIA,ADMINISTRAÇÃO,1
2188039,2020,PI,AGRICOLANDIA,ADMINISTRAÇÃO,4
2188040,2020,PI,AGUA BRANCA,ADMINISTRAÇÃO,3
2188041,2020,PI,AGUA BRANCA,ADMINISTRAÇÃO,12
2188042,2020,PI,ALAGOINHA DO PIAUI,ADMINISTRAÇÃO,1
2188043,2020,PI,ALAGOINHA DO PIAUI,ADMINISTRAÇÃO,5
2188044,2020,PI,ALEGRETE DO PIAUI,ADMINISTRAÇÃO,1
2188045,2020,PI,ALEGRETE DO PIAUI,ADMINISTRAÇÃO,9
2188046,2020,PI,ALTO LONGA,ADMINISTRAÇÃO,2
2188047,2020,PI,ALTO LONGA,ADMINISTRAÇÃO,25
2188048,2020,PI,ALTOS,ADMINISTRAÇÃO,8
2188049,2020,PI,ALTOS,ADMINISTRAÇÃO,54
2188050,2020,PI,ALVORADA DO GURGUEIA,ADMINISTRAÇÃO,1
2188051,2020,PI,ALVORADA DO GURGUEIA,ADMINISTRAÇÃO,7
2188052,2020,PI,AMARANTE,ADMINISTRAÇÃO,4
2188053,2020,PI,AMARANTE,ADMINISTRAÇÃO,18
2188054,2020,PI,ANGICAL DO PIAUI,ADMINISTRAÇÃO,2
2188055,2020,PI,ANGICAL DO PIAUI,ADMINISTRAÇÃO,8
2188056,2020,PI,ANISIO DE ABREU,ADMINISTRAÇÃO,1
2188057,2020,PI,ANISIO DE ABREU,ADMINISTRAÇÃO,12
2188058,2020,PI,ANTONIO ALMEIDA,ADMINISTRAÇÃO,1
2188059,2020,PI,ANTONIO ALMEIDA,ADMINISTRAÇÃO,4
2188060,2020,PI,AROAZES,ADMINISTRAÇÃO,3
2188061,2020,PI,AROAZES,ADMINISTRAÇÃO,11
2188062,2020,PI,AROEIRAS DO ITAIM,ADMINISTRAÇÃO,1
2188063,2020,PI,AROEIRAS DO ITAIM,ADMINISTRAÇÃO,6
2188064,2020,PI,ARRAIAL,ADMINISTRAÇÃO,2
2188065,2020,PI,ARRAIAL,ADMINISTRAÇÃO,7
2188066,2020,PI,ASSUNCAO DO PIAUI,ADMINISTRAÇÃO,2
2188067,2020,PI,ASSUNCAO DO PIAUI,ADMINISTRAÇÃO,15
2188068,2020,PI,AVELINO LOPES,ADMINISTRAÇÃO,2
